Год издания,title,url,Availability,Библиографическое описание,Тип издания,Коллекции,Автор,Заглавие,Number_of_Images,Images
,Распложение войск Кутузова и турок в апреле и июне 1811 г.,http://elib.shpl.ru/ru/nodes/75755-rasplozhenie-voysk-kutuzova-i-turok-v-aprele-i-iyune-1811-g,1,,карта,,,,1,4623391
,Расположение 2-го батальона 19 пехотного полка в 23 часа 2 ноября 1918 г.,http://elib.shpl.ru/ru/nodes/81778-raspolozhenie-2-go-batalona-19-pehotnogo-polka-v-23-chasa-2-noyabrya-1918-g,1,,карта,,,,1,4911496
,Расположение 2-го батальона 19 пехотного полка на реке Маас 8 и 11 ноября,http://elib.shpl.ru/ru/nodes/81779-raspolozhenie-2-go-batalona-19-pehotnogo-polka-na-reke-maas-8-i-11-noyabrya,1,,карта,,,,1,4911497
,Расположение 4 Донской казачьей дивизии к 12 октября 1904 г.,http://elib.shpl.ru/ru/nodes/83106-raspolozhenie-4-donskoy-kazachiey-divizii-k-12-oktyabrya-1904-g,1,,карта,,,,1,4956423
,Расположение армий в начале 1799 г.,http://elib.shpl.ru/ru/nodes/75924-raspolozhenie-armiy-v-nachale-1799-g,1,,карта,,,,1,4632740
,Расположение армий на Днестре,http://elib.shpl.ru/ru/nodes/62747-raspolozhenie-armiy-na-dnestre,1,,карта,,,,1,4002536
,Расположение войск,http://elib.shpl.ru/ru/nodes/59207-raspolozhenie-voysk,1,,карта,,,,1,3876097
,Расположение войск в деле при Салтановке,http://elib.shpl.ru/ru/nodes/62792-raspolozhenie-voysk-v-dele-pri-saltanovke,1,,карта,,,,1,4002876
,Расположение войск в районе Красного,http://elib.shpl.ru/ru/nodes/77323-raspolozhenie-voysk-v-rayone-krasnogo,1,,карта,,,,1,4704101
,Расположение войск в районе Рущука,http://elib.shpl.ru/ru/nodes/75756-raspolozhenie-voysk-v-rayone-ruschuka,1,,карта,,,,1,4623392
,Расположение войск в районе Смоленска,http://elib.shpl.ru/ru/nodes/77320-raspolozhenie-voysk-v-rayone-smolenska,1,,карта,,,,1,4704098
,Расположение войск к западу от Смоленска,http://elib.shpl.ru/ru/nodes/77321-raspolozhenie-voysk-k-zapadu-ot-smolenska,1,,карта,,,,1,4704099
,Расположение войск к северу от Керцендорфа,http://elib.shpl.ru/ru/nodes/74970-raspolozhenie-voysk-k-severu-ot-kertsendorfa,1,,карта,,,,1,4585478
,Расположение войск к югу от Брауншвейга,http://elib.shpl.ru/ru/nodes/74993-raspolozhenie-voysk-k-yugu-ot-braunshveyga,1,,карта,,,,1,4589956
,Расположение войск на Кавказе в мае 1829 г.,http://elib.shpl.ru/ru/nodes/75772-raspolozhenie-voysk-na-kavkaze-v-mae-1829-g,1,,карта,,,,1,4623408
,Расположение войск на реке Ляохэ,http://elib.shpl.ru/ru/nodes/83338-raspolozhenie-voysk-na-reke-lyaohe,1,,карта,,,,1,4966427
,Расположение войск перед Аустерлицким сражением,http://elib.shpl.ru/ru/nodes/75944-raspolozhenie-voysk-pered-austerlitskim-srazheniem,1,,карта,,,,1,4633723
,Расположение войск перед открытием кавказской кампании,http://elib.shpl.ru/ru/nodes/75765-raspolozhenie-voysk-pered-otkrytiem-kavkazskoy-kampanii,1,,карта,,,,1,4623401
,Расположение войск по реке Эльба,http://elib.shpl.ru/ru/nodes/74994-raspolozhenie-voysk-po-reke-elba,1,,карта,,,,1,4589957
,Расположение войск под Лейпцигом,http://elib.shpl.ru/ru/nodes/62991-raspolozhenie-voysk-pod-leyptsigom,1,,карта,,,,1,4006837
,Расположение войск под Смоленском,http://elib.shpl.ru/ru/nodes/62794-raspolozhenie-voysk-pod-smolenskom,1,,карта,,,,1,4002878
,Расположение войск при Лимате 13 сентября 1799 г.,http://elib.shpl.ru/ru/nodes/75937-raspolozhenie-voysk-pri-limate-13-sentyabrya-1799-g,1,,карта,,,,1,4633317
,Расположение войск при Малоярославце,http://elib.shpl.ru/ru/nodes/62850-raspolozhenie-voysk-pri-maloyaroslavtse,1,,карта,,,,1,4006338
,Расположение войск при Тарутине,http://elib.shpl.ru/ru/nodes/62848-raspolozhenie-voysk-pri-tarutine,1,,карта,,,,1,4006336
,Расположение войск у реки Пей-хо,http://elib.shpl.ru/ru/nodes/59208-raspolozhenie-voysk-u-reki-pey-ho,1,,карта,,,,1,3876098
,Расположение воюющих армий при открытии Наполеоновского похода,http://elib.shpl.ru/ru/nodes/75011-raspolozhenie-voyuyuschih-armiy-pri-otkrytii-napoleonovskogo-pohoda,1,,карта,,,,1,4589974
,Расположение воюющих армий у Троа,http://elib.shpl.ru/ru/nodes/75072-raspolozhenie-voyuyuschih-armiy-u-troa,1,,карта,,,,1,4593289
,"Расположение германских и путь главных британских войск ; Последняя фаза боя, путь британских подводных лодок",http://elib.shpl.ru/ru/nodes/54407-raspolozhenie-germanskih-i-put-glavnyh-britanskih-voysk-poslednyaya-faza-boya-put-britanskih-podvodnyh-lodok,1,,карта,,,,1,3690821
,Расположение главной армии 5 февраля 1814 г.,http://elib.shpl.ru/ru/nodes/75071-raspolozhenie-glavnoy-armii-5-fevralya-1814-g,1,,карта,,,,1,4593288
,Расположение главной армии перед сражением при Арси,http://elib.shpl.ru/ru/nodes/75106-raspolozhenie-glavnoy-armii-pered-srazheniem-pri-arsi,1,,карта,,,,1,4598243
,Расположение главных сил корпуса для блокады крепости Карс в мае и июне 1877 г.,http://elib.shpl.ru/ru/nodes/75859-raspolozhenie-glavnyh-sil-korpusa-dlya-blokady-kreposti-kars-v-mae-i-iyune-1877-g,1,,карта,,,,1,4624057
,Расположение городов по Днепру и его притокам,http://elib.shpl.ru/ru/nodes/75916-raspolozhenie-gorodov-po-dnepru-i-ego-pritokam,1,,карта,,,,1,4632398
,Расположение и движение войск в районе Рижского залива,http://elib.shpl.ru/ru/nodes/55449-raspolozhenie-i-dvizhenie-voysk-v-rayone-rizhskogo-zaliva,1,,карта,,,,1,3733615
,Расположение и число войск при открытии кампании 1829 г.,http://elib.shpl.ru/ru/nodes/75768-raspolozhenie-i-chislo-voysk-pri-otkrytii-kampanii-1829-g,1,,карта,,,,1,4623404
,Расположение конного отряда Телешева 4 января 1905 г.,http://elib.shpl.ru/ru/nodes/83341-raspolozhenie-konnogo-otryada-telesheva-4-yanvarya-1905-g,1,,карта,,,,1,4966430
,Расположение наполеоновской армии и союзных войск в районе Лейпцига,http://elib.shpl.ru/ru/nodes/74942-raspolozhenie-napoleonovskoy-armii-i-soyuznyh-voysk-v-rayone-leyptsiga,1,,карта,,,,1,4582501
,Расположение немецких крепостей,http://elib.shpl.ru/ru/nodes/52638-raspolozhenie-nemetskih-krepostey,1,,карта,,,,1,3567974
,Расположение неприятельских окопов против окопов 4-й Донской казачьей дивизии к 3 декабря 1904 г.,http://elib.shpl.ru/ru/nodes/83218-raspolozhenie-nepriyatelskih-okopov-protiv-okopov-4-y-donskoy-kazachiey-divizii-k-3-dekabrya-1904-g,1,,карта,,,,1,4964388
,Расположение постов Талуского отряда,http://elib.shpl.ru/ru/nodes/83538-raspolozhenie-postov-taluskogo-otryada,1,,карта,,,,1,4978265
,Расположение противников в начале сражения на р. Марне,http://elib.shpl.ru/ru/nodes/81782-raspolozhenie-protivnikov-v-nachale-srazheniya-na-r-marne,1,,карта,,,,1,4911499
,Расположение русских и китайских частей у реки Хайлар,http://elib.shpl.ru/ru/nodes/59173-raspolozhenie-russkih-i-kitayskih-chastey-u-reki-haylar,1,,карта,,,,1,3869641
,Расположение русских и китайских частей у реки Хайлар,http://elib.shpl.ru/ru/nodes/59174-raspolozhenie-russkih-i-kitayskih-chastey-u-reki-haylar,1,,карта,,,,1,3869642
,Расположение русских и турецких войск 29 мая 1829 г.,http://elib.shpl.ru/ru/nodes/75770-raspolozhenie-russkih-i-turetskih-voysk-29-maya-1829-g,1,,карта,,,,1,4623406
,Расположение русских и турецких войск после 13 августа 1877 г.,http://elib.shpl.ru/ru/nodes/75871-raspolozhenie-russkih-i-turetskih-voysk-posle-13-avgusta-1877-g,1,,карта,,,,1,4624080
,Расположение русских и турецких сухопутных войск и флота в районе Батина.,http://elib.shpl.ru/ru/nodes/75754-raspolozhenie-russkih-i-turetskih-suhoputnyh-voysk-i-flota-v-rayone-batina,1,,карта,,,,1,4623390
,Расположение русских партизанских отрядов к концу сентября 1812 г. ; Набег Гейсмара. Февраль 1814 г.,http://elib.shpl.ru/ru/nodes/85762-raspolozhenie-russkih-partizanskih-otryadov-k-kontsu-sentyabrya-1812-g-nabeg-geysmara-fevral-1814-g,1,,карта,,,,1,5076139
,Расположение силезской армии при выступлении Наполеона из Ножана через Сезан,http://elib.shpl.ru/ru/nodes/75068-raspolozhenie-silezskoy-armii-pri-vystuplenii-napoleona-iz-nozhana-cherez-sezan,1,,карта,,,,1,4593285
,Расположение союзных армий и наполеоновских войск близ Бауцена,http://elib.shpl.ru/ru/nodes/74943-raspolozhenie-soyuznyh-armiy-i-napoleonovskih-voysk-bliz-bautsena,1,,карта,,,,1,4582502
,Расположение союзных армий и наполеоновских войск близ Дрездена,http://elib.shpl.ru/ru/nodes/74944-raspolozhenie-soyuznyh-armiy-i-napoleonovskih-voysk-bliz-drezdena,1,,карта,,,,1,4582503
,Расположение союзных армий и наполеоновских войск к юго-востоку от Дрездена,http://elib.shpl.ru/ru/nodes/74946-raspolozhenie-soyuznyh-armiy-i-napoleonovskih-voysk-k-yugo-vostoku-ot-drezdena,1,,карта,,,,1,4582505
,Расположение союзных армий и наполеоновских войск к югу от Вейштадта,http://elib.shpl.ru/ru/nodes/74945-raspolozhenie-soyuznyh-armiy-i-napoleonovskih-voysk-k-yugu-ot-veyshtadta,1,,карта,,,,1,4582504
,Расположение союзных армий после сражения на Марне,http://elib.shpl.ru/ru/nodes/82453-raspolozhenie-soyuznyh-armiy-posle-srazheniya-na-marne,1,,карта,,,,1,4928900
,Расположение союзных войск и французов близ города Кульм,http://elib.shpl.ru/ru/nodes/74968-raspolozhenie-soyuznyh-voysk-i-frantsuzov-bliz-goroda-kulm,1,,карта,,,,1,4585476
,Расположение союзных и наполеоновских войск под Лейпцигом,http://elib.shpl.ru/ru/nodes/74995-raspolozhenie-soyuznyh-i-napoleonovskih-voysk-pod-leyptsigom,1,,карта,,,,1,4589958
,Расположение союзных и наполеоновских войск под Лейпцигом,http://elib.shpl.ru/ru/nodes/74996-raspolozhenie-soyuznyh-i-napoleonovskih-voysk-pod-leyptsigom,1,,карта,,,,1,4589959
,Расположение сторон к приказу №23 от 8 октября 1904 г.,http://elib.shpl.ru/ru/nodes/83104-raspolozhenie-storon-k-prikazu-locale-nil-23-ot-8-oktyabrya-1904-g,1,,карта,,,,1,4956421
,Расположение турецких войск к 25 марта,http://elib.shpl.ru/ru/nodes/72320-raspolozhenie-turetskih-voysk-k-25-marta,1,,карта,,,,1,4475345
,Расположение французских армий в августе и сентябре 1914 года,http://elib.shpl.ru/ru/nodes/52636-raspolozhenie-frantsuzskih-armiy-v-avguste-i-sentyabre-1914-goda,1,,карта,,,,1,3567972
,Расположение частей 4-й Донской казачьей дивизии к 1 декабря 1904 г.,http://elib.shpl.ru/ru/nodes/83217-raspolozhenie-chastey-4-y-donskoy-kazachiey-divizii-k-1-dekabrya-1904-g,1,,карта,,,,1,4964387
,Расположение штаба 4 Донской казчьей дивизии. 2-й бригады и 2-й Донской батареи,http://elib.shpl.ru/ru/nodes/83690-raspolozhenie-shtaba-4-donskoy-kazchiey-divizii-2-y-brigady-i-2-y-donskoy-batarei,1,,карта,,,,1,4992287
,Расположение Эриванского отряда с 29 июня по 24 июля,http://elib.shpl.ru/ru/nodes/75868-raspolozhenie-erivanskogo-otryada-s-29-iyunya-po-24-iyulya,1,,карта,,,,1,4624077
,"Расположение японских войск, русского сторожевого охраниения и Донской дивизии",http://elib.shpl.ru/ru/nodes/83105-raspolozhenie-yaponskih-voysk-russkogo-storozhevogo-ohranieniya-i-donskoy-divizii,1,,карта,,,,1,4956422
,Распределение барщинных и оброчных крестьямн в 1858 году,http://elib.shpl.ru/ru/nodes/61297-raspredelenie-barschinnyh-i-obrochnyh-krestyamn-v-1858-godu,1,,карта,,,,1,3945029
,Распределение барщинных и оброчных крестьян перед освобождением (по данным 10-й ревизии1858 г.),http://elib.shpl.ru/ru/nodes/94700-raspredelenie-barschinnyh-i-obrochnyh-krestyan-pered-osvobozhdeniem-po-dannym-10-y-revizii1858-g,1,,карта,,,,1,5560587
,Распределение барщинных и оброчных крестьян перед освобождением 1858 г.,http://elib.shpl.ru/ru/nodes/55532-raspredelenie-barschinnyh-i-obrochnyh-krestyan-pered-osvobozhdeniem-1858-g,1,,карта,,,,1,3733692
,Распределение барщины и оброка в конце XVIII века,http://elib.shpl.ru/ru/nodes/55531-raspredelenie-barschiny-i-obroka-v-kontse-xviii-veka,1,,карта,,,,1,3733691
,Распределение войск для штурма Карса,http://elib.shpl.ru/ru/nodes/75878-raspredelenie-voysk-dlya-shturma-karsa,1,,карта,,,,1,4624104
,Распределение кустарей-хозяев по Москве и ее пригородам,http://elib.shpl.ru/ru/nodes/82400-raspredelenie-kustarey-hozyaev-po-moskve-i-ee-prigorodam,1,,карта,,,,1,4928862
,Распределение кустарно-гончарного промысла в Полатвской губернии,http://elib.shpl.ru/ru/nodes/85815-raspredelenie-kustarno-goncharnogo-promysla-v-polatvskoy-gubernii,1,,карта,,,,1,5076713
,Распределение кустарного сапожного промысла в Полтавской губернии,http://elib.shpl.ru/ru/nodes/85818-raspredelenie-kustarnogo-sapozhnogo-promysla-v-poltavskoy-gubernii,1,,карта,,,,1,5077204
,Распределение кустарных промыслов по обработке дерева в Полтавской губернии,http://elib.shpl.ru/ru/nodes/85814-raspredelenie-kustarnyh-promyslov-po-obrabotke-dereva-v-poltavskoy-gubernii,1,,карта,,,,1,5076628
,Распределение кустарных промыслов по обработке кож в Полтавской губернии,http://elib.shpl.ru/ru/nodes/85817-raspredelenie-kustarnyh-promyslov-po-obrabotke-kozh-v-poltavskoy-gubernii,1,,карта,,,,1,5077203
,Распределение кустарных промыслов по обработке металлов в Полтавской губернии,http://elib.shpl.ru/ru/nodes/85816-raspredelenie-kustarnyh-promyslov-po-obrabotke-metallov-v-poltavskoy-gubernii,1,,карта,,,,1,5076820
,"Распределение мастерских, раздаточных складов и прочих учреждений, работающих на отдел снабжения армии М. Г. У. на 1 июля 1916 г.",http://elib.shpl.ru/ru/nodes/82398-raspredelenie-masterskih-razdatochnyh-skladov-i-prochih-uchrezhdeniy-rabotayuschih-na-otdel-snabzheniya-armii-m-g-u-na-1-iyulya-1916-g,1,,карта,,,,1,4928860
,"Распределение переселенцев, отправившихся в Сибирь за 1896-1898 гг. по местам выхода из Европейской России",http://elib.shpl.ru/ru/nodes/59885-raspredelenie-pereselentsev-otpravivshihsya-v-sibir-za-1896-1898-gg-po-mestam-vyhoda-iz-evropeyskoy-rossii,1,,карта,,,,1,3902705
,"Распределение переселенческих участков, образованных с 1893 по 1898 год включительно ",http://elib.shpl.ru/ru/nodes/59886-raspredelenie-pereselencheskih-uchastkov-obrazovannyh-s-1893-po-1898-god-vklyuchitelno,1,,карта,,,,1,3902706
,"Распределение рабочих по губерниям в предприятиях, подчиненных надзору фабричной инспекции в 1914 г.",http://elib.shpl.ru/ru/nodes/5447-raspredelenie-rabochih-po-guberniyam-v-predpriyatiyah-podchinennyh-nadzoru-fabrichnoy-inspektsii-v-1914-g,1,,карта,,,,1,682584
,Распределение сил во время боя 2-3 октября 1877 г.,http://elib.shpl.ru/ru/nodes/75875-raspredelenie-sil-vo-vremya-boya-2-3-oktyabrya-1877-g,1,,карта,,,,1,4624096
,Распределение угодий в Европейской России,http://elib.shpl.ru/ru/nodes/81217-raspredelenie-ugodiy-v-evropeyskoy-rossii,1,,карта,,,,1,4888076
,"Распространение горного дела, фабрично-заводского и свекло-сахарного производства в XIX веке",http://elib.shpl.ru/ru/nodes/94702-rasprostranenie-gornogo-dela-fabrichno-zavodskogo-i-sveklo-saharnogo-proizvodstva-v-xix-veke,1,,карта,,,,1,5560589
,Распространение лучших орудий для обработки почвы в крестьянских хозяйствах в конце XIX в.,http://elib.shpl.ru/ru/nodes/55533-rasprostranenie-luchshih-orudiy-dlya-obrabotki-pochvy-v-krestyanskih-hozyaystvah-v-kontse-xix-v,1,,карта,,,,1,3733693
,Распространение улучшенных орудий для обработки почвы в крестьянских хозяйствах в самом конце XIX века,http://elib.shpl.ru/ru/nodes/94701-rasprostranenie-uluchshennyh-orudiy-dlya-obrabotki-pochvy-v-krestyanskih-hozyaystvah-v-samom-kontse-xix-veka,1,,карта,,,,1,5560588
,"Распространиеие горного дела, фабрично-заводского и свекло-сахарного производства в XIX  в. ",http://elib.shpl.ru/ru/nodes/55534-rasprostranieie-gornogo-dela-fabrichno-zavodskogo-i-sveklo-saharnogo-proizvodstva-v-xix-v,1,,карта,,,,1,3733694
,Расселение русских по территории СССР (% во всем населении),http://elib.shpl.ru/ru/nodes/60427-rasselenie-russkih-po-territorii-sssr-vo-vsem-naselenii,1,,карта,,,,1,3914158
,Расселение украинцев по территории СССР (% во всем населении),http://elib.shpl.ru/ru/nodes/60426-rasselenie-ukraintsev-po-territorii-sssr-vo-vsem-naselenii,1,,карта,,,,1,3914157
,Расширение прорыва 10 июня,http://elib.shpl.ru/ru/nodes/64733-rasshirenie-proryva-10-iyunya,1,,карта,,,,1,4049305
,Режицы Полоцкого Наместничества,http://elib.shpl.ru/ru/nodes/746-rezhitsy-polotskogo-namestnichestva,1,,карта,,,,1,213877
,Результат кампании 1915 года,http://elib.shpl.ru/ru/nodes/93080-rezultat-kampanii-1915-goda,1,,карта,,,,1,5501636
,Результаты боев в Шампани,http://elib.shpl.ru/ru/nodes/81901-rezultaty-boev-v-shampani,1,,карта,,,,1,4916320
,Результаты бомбометания неприятельских самолетов по Гебену с 20 по 25 января 1918 г.,http://elib.shpl.ru/ru/nodes/81685-rezultaty-bombometaniya-nepriyatelskih-samoletov-po-gebenu-s-20-po-25-yanvarya-1918-g,1,,карта,,,,1,4908498
,Рейд Стонемана ; Набег на Гальберштадт ;  Засада у Цвиккау ; Набег Меннингера ; Набег на Кассель ; Рейд Фореста ; Поиски Давыдова,http://elib.shpl.ru/ru/nodes/85830-reyd-stonemana-nabeg-na-galbershtadt-zasada-u-tsvikkau-nabeg-menningera-nabeg-na-kassel-reyd-foresta-poiski-davydova,1,,карта,,,,1,5078761
,Река Двина и города в ее окрестностях,http://elib.shpl.ru/ru/nodes/75990-reka-dvina-i-goroda-v-ee-okrestnostyah,1,,карта,,,,1,4640481
,Река Двина и ее притоки,http://elib.shpl.ru/ru/nodes/77311-reka-dvina-i-ee-pritoki,1,,карта,,,,1,4704089
,Рекогносцировка 17 октября 1904 г.,http://elib.shpl.ru/ru/nodes/83130-rekognostsirovka-17-oktyabrya-1904-g,1,,карта,,,,1,4958193
,Рекогносцировка 8 мая 1905 г.,http://elib.shpl.ru/ru/nodes/83537-rekognostsirovka-8-maya-1905-g,1,,карта,,,,1,4978264
,Рекогносцировка к Шемиль-юрт,http://elib.shpl.ru/ru/nodes/51880-rekognostsirovka-k-shemil-yurt,1,,карта,,,,1,3515821
,Ретраншамент в Районе Журжи,http://elib.shpl.ru/ru/nodes/62749-retranshament-v-rayone-zhurzhi,1,,карта,,,,1,4002538
,Решение командования Юго-западного фронта на прорыв 22 мая (4 июня) 1916 г.,http://elib.shpl.ru/ru/nodes/63198-reshenie-komandovaniya-yugo-zapadnogo-fronta-na-proryv-22-maya-4-iyunya-1916-g,1,,карта,,,,1,4013699
,Ржев Тверской губернии,http://elib.shpl.ru/ru/nodes/898-rzhev-tverskoy-gubernii,1,,карта,,,,1,220321
,Рига,http://elib.shpl.ru/ru/nodes/2927-riga,1,,карта,,,,1,328355
,Рига. 1917 г.,http://elib.shpl.ru/ru/nodes/58099-riga-1917-g,1,,карта,,,,1,3838937
,Римская империя и расселение германских племен,http://elib.shpl.ru/ru/nodes/12393-rimskaya-imperiya-i-rasselenie-germanskih-plemen,1,,карта,,,,1,1331141
,Рис. 16. Расположение монастыря св. Александры Афонской,http://elib.shpl.ru/ru/nodes/56743-ris-16-raspolozhenie-monastyrya-sv-aleksandry-afonskoy,1,,карта,,,,1,3795947
1864,"Риттих А. Ф. Атлас народонаселения Западно-Русского края по исповеданиям. - СПб., 1864.",http://elib.shpl.ru/ru/nodes/4742-rittih-a-f-atlas-narodonaseleniya-zapadno-russkogo-kraya-po-ispovedaniyam-spb-1864,1,"Риттих, Александр Федорович. Атлас народонаселения Западно-Русского края по исповеданиям / Сост. при М-ве внутр. дел в Канцелярии зав. устройством православ. церквей в зап. губерниях. - 2-е изд., испр. и доп. - СПб., 1864. - 2 с., 9 л. : табл., карт.","карта (2938)  книжное издание, архивный документ",,"Риттих, Александр Федорович (1831-)",Атлас народонаселения Западно-Русского края по исповеданиям,21,"569700, 569701, 569702, 569703, 569704, 569705, 569706, 569707, 569708, 569709, 569710, 569711, 569712, 569713, 569714, 569715, 569716, 569717, 569718, 569719, 569720"
,Рогачёв Могилёвского Наместничества,http://elib.shpl.ru/ru/nodes/665-rogachyov-mogilyovskogo-namestnichestva,1,,карта,,,,1,213796
,Родина М. В. Ломоносова накануне XVIII века,http://elib.shpl.ru/ru/nodes/10456-rodina-m-v-lomonosova-nakanune-xviii-veka,1,,карта,,,,1,1108095
,Рождественск Санктпетербургской губернии.,http://elib.shpl.ru/ru/nodes/236-rozhdestvensk-sanktpeterburgskoy-gubernii,1,,карта,,,,1,87301
,Романов Ярославского Наместничества,http://elib.shpl.ru/ru/nodes/1049-romanov-yaroslavskogo-namestnichestva,1,,карта,,,,1,231149
,Рославль Смоленского Наместничества,http://elib.shpl.ru/ru/nodes/813-roslavl-smolenskogo-namestnichestva,1,,карта,,,,1,216583
,Российская империя,http://elib.shpl.ru/ru/nodes/58802-rossiyskaya-imperiya,1,,карта,,,,1,3859173
,Российская империя в европе и азии,http://elib.shpl.ru/ru/nodes/3210-rossiyskaya-imperiya-v-evrope-i-azii,1,,карта,,,,1,348408
,Россия. 1682-1725 гг.,http://elib.shpl.ru/ru/nodes/58539-rossiya-1682-1725-gg,1,,карта,,,,1,3851817
18,"Россия. Военные карты (Смоленск ; 1633-1634). План осады города Смоленска в 1633 и 1634 годах. - [СПб., 18--].",http://elib.shpl.ru/ru/nodes/44818-rossiya-voennye-karty-smolensk-1633-1634-plan-osady-goroda-smolenska-v-1633-i-1634-godah-spb-18,1,"Россия. Военные карты (Смоленск ; 1633-1634). План осады города Смоленска в 1633 и 1634 годах. - [СПб. : Б. и., 18--]. - 1 л. план.",карта,Военная история (1590)  Иллюстрированные издания,Россия. Военные карты (Смоленск ; 1633-1634),План осады города Смоленска в 1633 и 1634 годах,3,"3148666, 3148667, 3148668"
,Россия. Районы подсечного и трехпольного полеводства,http://elib.shpl.ru/ru/nodes/81216-rossiya-rayony-podsechnogo-i-trehpolnogo-polevodstva,1,,карта,,,,1,4888075
,Ростов Екатеринославской губернии,http://elib.shpl.ru/ru/nodes/591-rostov-ekaterinoslavskoy-gubernii,1,,карта,,,,1,213724
,Ростов Ярославского Наместничества,http://elib.shpl.ru/ru/nodes/1050-rostov-yaroslavskogo-namestnichestva,1,,карта,,,,1,231150
,Руза Московского Наместничества,http://elib.shpl.ru/ru/nodes/253-ruza-moskovskogo-namestnichestva,1,,карта,,,,1,87318
,Русская земля и великое княжество Литовское в первой половине XV столетия,http://elib.shpl.ru/ru/nodes/89538-russkaya-zemlya-i-velikoe-knyazhestvo-litovskoe-v-pervoy-polovine-xv-stoletiya,1,,карта,,,,1,5269167
,Русская империя от Петра Великого,http://elib.shpl.ru/ru/nodes/89609-russkaya-imperiya-ot-petra-velikogo,1,,карта,,,,1,5275679
,Русские завоевания в Азии,http://elib.shpl.ru/ru/nodes/89610-russkie-zavoevaniya-v-azii,1,,карта,,,,1,5275680
,"Русские минные постановки 1914-1915 гг. в районе Швеции, Норвегии, Финляндии, Бельгии и Дании",http://elib.shpl.ru/ru/nodes/73820-russkie-minnye-postanovki-1914-1915-gg-v-rayone-shvetsii-norvegii-finlyandii-belgii-i-danii,1,,карта,,,,1,4521934
,Русское контрнаступлние к 20 августа старого стиля,http://elib.shpl.ru/ru/nodes/82919-russkoe-kontrnastuplnie-k-20-avgusta-starogo-stilya,1,,карта,,,,1,4949905
,Русское наступление 1916,http://elib.shpl.ru/ru/nodes/57696-russkoe-nastuplenie-1916,1,,карта,,,,1,3829106
,Русское царство от половины XVI до конца XVIII столетия,http://elib.shpl.ru/ru/nodes/89608-russkoe-tsarstvo-ot-poloviny-xvi-do-kontsa-xviii-stoletiya,1,,карта,,,,1,5275678
,Русь XIV века,http://elib.shpl.ru/ru/nodes/75914-rus-xiv-veka,1,,карта,,,,1,4632397
,Рыбный Ярославского Наместничества,http://elib.shpl.ru/ru/nodes/1051-rybnyy-yaroslavskogo-namestnichestva,1,,карта,,,,1,231151
,Рыльск Курского Наместничества,http://elib.shpl.ru/ru/nodes/650-rylsk-kurskogo-namestnichestva,1,,карта,,,,1,213781
,Ряжск Рязанского Наместничества,http://elib.shpl.ru/ru/nodes/767-ryazhsk-ryazanskogo-namestnichestva,1,,карта,,,,1,213898
,Рязань,http://elib.shpl.ru/ru/nodes/761-ryazan,1,,карта,,,,1,213892
,С. Готард и Чертов мост 13-14 сентября 1799 г.,http://elib.shpl.ru/ru/nodes/75935-s-gotard-i-chertov-most-13-14-sentyabrya-1799-g,1,,карта,,,,1,4633315
,С. Петербург. План 1 и 2 кварталов Выборгской части,http://elib.shpl.ru/ru/nodes/378-s-peterburg-plan-1-i-2-kvartalov-vyborgskoy-chasti,1,,карта,,,,1,151370
,С.-Петербург,http://elib.shpl.ru/ru/nodes/230-s-peterburg,1,,карта,,,,1,87295
,Саксония,http://elib.shpl.ru/ru/nodes/62989-saksoniya,1,,карта,,,,1,4006835
,Самара,http://elib.shpl.ru/ru/nodes/2949-samara,1,,карта,,,,2,"328379, 1013716"
,Санкт-Петербург,http://elib.shpl.ru/ru/nodes/52763-sankt-peterburg,1,,карта,,,,1,3574985
,Санкт-Петербург,http://elib.shpl.ru/ru/nodes/52764-sankt-peterburg,1,,карта,,,,1,3574986
,Санчурск Вятского Наместничества,http://elib.shpl.ru/ru/nodes/584-sanchursk-vyatskogo-namestnichestva,1,,карта,,,,1,213717
,Сапожок Рязанского наместничества,http://elib.shpl.ru/ru/nodes/769-sapozhok-ryazanskogo-namestnichestva,1,,карта,,,,1,213900
,Саранск Пензенского Наместничества,http://elib.shpl.ru/ru/nodes/727-saransk-penzenskogo-namestnichestva,1,,карта,,,,1,213858
,Саранск Пензенского Наместничества,http://elib.shpl.ru/ru/nodes/728-saransk-penzenskogo-namestnichestva,1,,карта,,,,1,213859
,Сарапул Вятского Наместничества,http://elib.shpl.ru/ru/nodes/518-sarapul-vyatskogo-namestnichestva,1,,карта,,,,1,198076
,Саратов,http://elib.shpl.ru/ru/nodes/773-saratov,1,,карта,,,,1,215563
,Саратов,http://elib.shpl.ru/ru/nodes/2950-saratov,1,,карта,,,,2,"328380, 1013717"
,Свеаборг,http://elib.shpl.ru/ru/nodes/93551-sveaborg,1,,карта,,,,1,5503431
,Свеклосахарное производство Европейской России,http://elib.shpl.ru/ru/nodes/81406-sveklosaharnoe-proizvodstvo-evropeyskoy-rossii,1,,карта,,,,1,4894710
,Свияжск Казанской губернии,http://elib.shpl.ru/ru/nodes/599-sviyazhsk-kazanskoy-gubernii,1,,карта,,,,1,213732
,Себеж Полоцкого Наместничества,http://elib.shpl.ru/ru/nodes/747-sebezh-polotskogo-namestnichestva,1,,карта,,,,1,213878
,Севастополь,http://elib.shpl.ru/ru/nodes/93554-sevastopol,1,,карта,,,,1,5503434
